-6.498468751398033016e-05,2.951940150390245298e-04
2.087406211480935287e-05,1.067968992476178692e-04
1.906264178206814081e-05,2.727045466373038594e-05
8.343605524950508360e-06,3.395967685291374842e-06
2.253839207966079986e-06,-1.048081404174298691e-06
-4.646002250134653226e-07,-6.374053823045670728e-09
-1.645677443484981623e-06,4.220119309040905022e-06
5.956578680701272574e-07,1.448384660614791144e-05
1.805481060387305035e-05,3.211472700747771515e-05
8.548120415668000922e-05,3.168121827969736724e-05
1.029671590199147138e-04,1.440127354111343902e-05
1.054558333130219654e-04,4.717066391958131340e-06
1.053710475126345107e-04,8.982758497160133593e-07
1.060145497658903963e-04,-1.910918607830847885e-06
1.071172744278679740e-04,-9.334681552566043066e-06
1.026885174981865591e-04,-2.934117060812476422e-05
6.841205859601263972e-05,-6.528681213774531705e-05
-6.575494943283468675e-05,-6.795183685784949765e-05
-1.029495586920426141e-04,-4.318791965631435048e-05
-1.250102178478898170e-04,-4.115301366971429022e-05
-1.910825757701208960e-04,-3.343614510127953268e-05
-2.070776035159135778e-04,-1.413184904646036007e-05
-2.081764281700608694e-04,-4.358413961613588752e-06
-2.058217753562528013e-04,-2.901423983525908932e-06
-2.032410736165483781e-04,-1.033086587559646751e-05
-2.069338993901551169e-04,-3.380767906386866349e-05
-2.440398340812921377e-04,-7.881100096940671243e-05
-3.962565601667430103e-04,-9.533831239353617048e-05
-4.984552230494160383e-04,-6.012459541965419645e-05
-5.202377473279207925e-04,-2.339940617727312135e-05
-5.206295111305924870e-04,-7.461222303084128941e-06
-5.180855650517850360e-04,-5.703668543942092114e-06
-5.192096427903000137e-04,-1.448415794416853592e-05
-5.361919378876058928e-04,-3.193832699729676482e-05
-6.034703461553784978e-04,-3.154668179451715733e-05
-6.208891789864763675e-04,-1.426237922479332856e-05
-6.232019432176502368e-04,-4.547196940357180001e-06
-6.225743797778202819e-04,-1.018062418970614507e-06
-6.220348305971003635e-04,-1.367314213942202514e-07
-6.220326896922661990e-04,8.088172231385119070e-08
-6.226027119293352403e-04,9.132228050155724146e-07
-6.234267775307535987e-04,4.414374796867772637e-06
-6.217999992671829164e-04,1.450617398488962916e-05
-6.060696664870095576e-04,3.396219358800998641e-05
-5.411820679697743096e-04,4.195583903908587698e-05
-5.211903340359606103e-04,5.002864246888179538e-05
-4.835307446473291774e-04,9.283101216548347054e-05
-3.285320213633641804e-04,1.275477045717545810e-04
-1.932870476449081412e-04,1.335788116758194935e-04
-3.231014521071072537e-05,1.150655868475753058e-04
3.723007902293580610e-05,9.802443886375979490e-05
1.710373663314431218e-04,7.368725369100091976e-05
1.949798676558516983e-04,4.292058694007791600e-05
1.883177173501848073e-04,6.946292958989898738e-05
2.135074189777147057e-04,1.949676001683208490e-04
4.347062309520252263e-04,4.353655971161672243e-04
1.315317836521513175e-03,4.717101847317906505e-04
1.603249810525207014e-03,3.334572684159839949e-04
1.898991590699242605e-03,2.639031839117340515e-04
2.015628598559761862e-03,2.933327373491426701e-04
2.330459800526107645e-03,4.472494760239754865e-04
3.079880291274095239e-03,4.522428935513744916e-04
3.283912853054227459e-03,4.274180624535669419e-04
3.547960871411508232e-03,7.213187006218843827e-04
3.988739940569888294e-03,1.622029916871032531e-03
5.826004003171096277e-03,3.294414573255910472e-03
1.255944921320041249e-02,3.231585769456171448e-03
1.428030943297442512e-02,1.620009622274816473e-03
1.461143460920232527e-02,1.018330487887115707e-03
1.491754235999237857e-02,1.574665235947984940e-03
1.667676689847670882e-02,2.999151238171307576e-03
2.265598706862612458e-02,2.901621999202876750e-03
2.425227087827524358e-02,1.424049619601400066e-03
2.472371724474481391e-02,6.139886069477053015e-04
2.481453418066113456e-02,3.620234268259133175e-04
2.513958454624175276e-02,3.603772585006758300e-04
2.559715461959487584e-02,3.049631115899839985e-04
2.577735329548482002e-02,2.319531977441965259e-04
2.590804865976418375e-02,2.864758246535591547e-04
2.601555410528917991e-02,6.183387738379170998e-04
2.650528046175083807e-02,1.471625269152463614e-03
2.813685410973460962e-02,2.982410772877984277e-03
3.421768454033947277e-02,2.960535459973664442e-03
3.587927178570172321e-02,1.518726620025249215e-03
3.649799108745526571e-02,7.236151366017841815e-04
3.666841810595711237e-02,4.816140039794069736e-04
3.717463739783940374e-02,4.700778053485581923e-04
3.779526374492368085e-02,3.018813811551755559e-04
3.775529004307626862e-02,1.657419318217839160e-04
3.731259362081473102e-02,7.109119548454642494e-04
3.744512758612754399e-02,2.677409038547709681e-03
4.100255443494176671e-02,5.953880914657061832e-03
5.322779988520384004e-02,5.855447801928002037e-03
5.636877504833607416e-02,2.911514704817752368e-03
5.698636693664978908e-02,1.724617266870825906e-03
5.758223372857620287e-02,2.387446446790386905e-03
6.014901976482665141e-02,4.345213050010069550e-03
6.873271742834159703e-02,4.150290220737375482e-03
7.105378546342773494e-02,1.924029693417860735e-03
7.139051631886025873e-02,7.211566387630547435e-04
7.145659185540095826e-02,3.834042890955200421e-04
7.176527877125384036e-02,3.651762698130937303e-04
7.222317681155571156e-02,3.140557877046349050e-04
7.242861037750260300e-02,2.387493592402584587e-04
7.262994002000566773e-02,2.220315427865833958e-04
