-4.094474259813048536e-03,4.428782325966756223e-03
-9.106151579963838068e-04,5.130269428597320630e-03
2.641976188019841756e-03,6.496295686098491409e-03
8.441196908035346336e-03,8.121592076273529553e-03
1.875033390588538504e-02,8.742697670620611788e-03
2.662133664657324178e-02,9.774520483088029732e-03
3.511356546481508856e-02,1.134116172115804191e-02
4.766805743061747896e-02,1.232509660464804410e-02
5.852219923255755352e-02,1.396231227863026225e-02
7.200755026884538001e-02,1.575889595215686917e-02
9.292560444175293477e-02,1.523997898719160748e-02
1.071735312197322348e-01,1.525269778852849853e-02
1.200670598677712336e-01,1.629054448298217911e-02
1.370314197757857289e-01,1.697487296200582765e-02
1.540548249913158974e-01,1.763759874991894031e-02
1.769440446587079163e-01,1.597134922869634238e-02
1.922517267826999166e-01,1.471217353314704587e-02
2.055364006912020758e-01,1.409312590013256719e-02
2.219823223874590745e-01,1.242187595637533545e-02
2.367133471402786127e-01,9.797353303849790779e-03
2.442999332288244008e-01,8.230319044626600855e-03
2.483265837276423804e-01,8.508801895527775064e-03
2.519876976976435090e-01,1.085389714610747458e-02
2.585961594652886886e-01,1.495499926815056779e-02
2.721858601996848259e-01,1.952136686978920774e-02
2.979318134121954897e-01,2.124149521108472174e-02
3.228889288069396457e-01,2.139524291276366855e-02
3.444803344210238261e-01,2.152108777311739773e-02
3.700247398256281128e-01,1.987159741433448812e-02
3.875162895577598521e-01,1.936652485340408653e-02
4.039921976223379008e-01,2.010689652999370428e-02
4.263412414572879672e-01,1.979739694039530859e-02
4.517369416061237097e-01,1.705802927409411432e-02
4.769871706366939912e-01,1.083883442848938838e-02
4.882588900189163694e-01,4.666052040917748750e-03
4.893345089555474203e-01,1.875096009404074449e-04
4.822108223263483762e-01,-1.048137725006098760e-03
4.771545984875179558e-01,-6.141635353673759005e-04
4.741577021472399012e-01,7.986839398535865685e-04
4.731989936824654852e-01,2.924942255125208106e-03
4.746740071432664632e-01,5.627399250596134932e-03
4.796703885020233149e-01,8.540035400338288202e-03
4.901259005642741862e-01,1.054848116924078996e-02
4.992371591659855445e-01,1.318999952473159411e-02
5.107064994877624775e-01,1.652404166362132776e-02
5.291560211395951452e-01,1.892456885540434036e-02
5.505135092657212903e-01,2.024301098151846945e-02
5.715026508190919063e-01,2.125037011843608145e-02
5.894556964789746667e-01,2.370935556608766079e-02
6.119151351045989395e-01,2.662535624704388121e-02
6.280210827630000603e-01,3.411752804435187747e-02
6.477214224711609347e-01,4.767870676665276336e-02
6.837807756358750266e-01,6.590922039042518277e-02
7.532864644870538307e-01,8.205967949195494548e-02
8.782520797626610642e-01,7.905810374327157386e-02
9.591774979148777192e-01,7.598874021514467891e-02
1.023063314035365101e+00,7.834479261098740988e-02
1.077961913245333081e+00,9.081516550276287625e-02
1.152633675679034297e+00,1.098216149179972179e-01
1.269825875689009731e+00,1.249941869039346426e-01
1.361490310997132580e+00,1.547548922167125141e-01
1.472982087441675692e+00,2.025784471309354517e-01
1.641395353714620864e+00,2.639861817866954175e-01
1.928712656314481411e+00,3.135166770651047763e-01
2.413033043491106255e+00,2.871969996569012085e-01
2.710684772893857453e+00,2.595103568517427295e-01
2.919702626991615979e+00,2.547473684526580517e-01
3.124166987678079099e+00,2.714330322061648815e-01
3.406145919177741455e+00,2.823582689581447536e-01
3.838557078173637560e+00,2.270214583599613756e-01
4.086548656128943691e+00,1.658108752776743522e-01
4.227137079686581700e+00,1.170918952041989369e-01
4.301213414577792271e+00,8.775372780343335122e-02
4.353280178535399614e+00,7.394767162975919572e-02
4.397806397275846990e+00,7.277196877808893294e-02
4.434226025619136813e+00,8.718203396735275945e-02
4.480982873188277260e+00,1.186050736610764350e-01
4.561542586480920036e+00,1.656427049569851873e-01
4.709673611568733875e+00,2.190101318436460387e-01
4.963807297585730360e+00,2.557004195850615669e-01
5.395303927652903120e+00,2.147421343337666266e-01
5.648096377507282106e+00,1.605556563220552069e-01
5.793343237884573504e+00,1.146491717767899876e-01
5.869199500860564633e+00,8.637604295803701093e-02
5.918934146934964780e+00,7.410850394025525478e-02
5.956603931721181411e+00,7.752869643654135279e-02
5.982249797473158992e+00,1.032007113285284411e-01
6.026675325179302156e+00,1.535464970943284102e-01
6.139218755823685925e+00,2.201984569049050267e-01
6.384622157223623695e+00,2.739466337317598144e-01
6.816201913914835764e+00,2.576214700659222867e-01
7.085397082068340069e+00,2.390534151487777592e-01
7.279845255947648752e+00,2.406776335788904375e-01
7.475976692369839860e+00,2.612091767642912288e-01
7.750456829132566838e+00,2.748082129485879266e-01
8.172408615565888823e+00,2.234306543342597096e-01
8.423653000232992127e+00,1.630443104100626761e-01
8.560293690457161375e+00,1.157703352859113521e-01
8.641408820575209759e+00,8.414237234426186207e-02
8.700810482952705982e+00,6.338876008625554670e-02
8.750866084349283369e+00,4.845667680114496001e-02
8.786179091079413084e+00,3.935453199908933025e-02
8.815170991969367265e+00,3.476138372127132725e-02
8.842817054488939732e+00,3.321490047930548278e-02
8.872175274311173254e+00,3.327953818794401886e-02
